"Query_sequence","Most_common_class.level.assignment","Class.level_assignment","Most_common_order.level.assignment","Order.level_assignment","Most_common_family.level.assignment","Family.level_assignment","Taxon_assignment","Likelihood_weight","otu","Extraction_ID","Tree_ID","site_ID"
"EUSF0625_ITS1F_C02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU39","EUSF00625","S2T2","S2"
"EUSF0626_ITS1F_D02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria,Coniochaeta_hoffmannii","0.962167","OTU175","EUSF00626","S2T2","S2"
"EUSF0627_ITS1F_E02_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pezizaceae","Pezizaceae","Peziza_praetervisa,Peziza_proteana,Peziza_lobulata","0.997484","OTU73","EUSF00627","S2T2","S2"
"EUSF0628_ITS1F_F02_cleaned.ab1","Eurotiomycetes","Eurotiomycetes","Eurotiales","Eurotiales","Aspergillaceae","Aspergillaceae","Penicillium_viridicatum,Penicillium_freii","0.895740, 0.069317","OTU44","EUSF00628","S2T2","S2"
"EUSF0629_ITS1F_G02_cleaned.ab1","Eurotiomycetes","Eurotiomycetes","Eurotiales","Eurotiales","Aspergillaceae","Aspergillaceae","Penicillium_viridicatum,Penicillium_freii","0.999978","OTU32","EUSF00629","S2T2","S2"
"EUSF0630_ITS1F_H02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU39","EUSF00630","S2T3","S2"
"EUSF0631_ITS1F_A03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385","OTU31","EUSF00631","S2T3","S2"
"EUSF0632_ITS1F_B03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU37","EUSF00632","S2T3","S2"
"EUSF0633_ITS1F_D03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.418243, 0.319361, 0.238502","OTU112","EUSF00633","S2T4","S2"
"EUSF0634_ITS1F_C03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU41","EUSF00634","S2T4","S2"
"EUSF0635_ITS1F_E03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU39","EUSF00635","S2T4","S2"
"EUSF0636_ITS1F_F03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU119","EUSF00636","S2T4","S2"
"EUSF0637_ITS1F_G03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232","OTU208","EUSF00637","S2T4","S2"
"EUSF0638_ITS1F_H03_cleaned.ab1","Eurotiomycetes","Eurotiomycetes","Eurotiales","Eurotiales","Aspergillaceae","Aspergillaceae","Penicillium_viridicatum,Penicillium_freii","0.895740, 0.069317","OTU44","EUSF00638","S2T4","S2"
"EUSF0639_ITS1F_A04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU20","EUSF00639","S2T4","S2"
"EUSF0640_ITS1F_B04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU236","EUSF00640","S2T4","S2"
"EUSF0641_ITS1F_C04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_tetraspora,Coniochaeta_discoidea,Coniochaeta_decumbens","0.327885, 0.263047, 0.247361, 0.080949, 0.080758","OTU111","EUSF00641","S2T4","S2"
"EUSF0642_ITS1F_D04_mixed_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pezizaceae","Pezizaceae","Peziza_praetervisa,Peziza_proteana,Peziza_lobulata","0.997484","OTU73","EUSF00642","S2T4","S2"
"EUSF0643_ITS1F_E04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU184","EUSF00643","S2T4","S2"
"EUSF0644_ITS1F_F04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU35","EUSF00644","S2T4","S2"
"EUSF0645_ITS1F_G04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232","OTU208","EUSF00645","S2T4","S2"
"EUSF0646_ITS1F_H04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU39","EUSF00646","S2T4","S2"
"EUSF0647_ITS1F_A05_cleaned.ab1","Eurotiomycetes","Eurotiomycetes","Eurotiales","Eurotiales","Aspergillaceae","Aspergillaceae","Penicillium_viridicatum,Penicillium_freii","0.999978","OTU32","EUSF00647","S2T4","S2"
"EUSF0648_ITS1F_B05_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU188","EUSF00648","S2T4","S2"
"EUSF0649_ITS1F_C05_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Apiosporaceae","Apiosporaceae","Apiospora_setosa,Apiospora_bambusae,Apiospora_tintinnabula,Arthrinium_sacchari,Arthrinium_arundinis","0.970542","OTU205","EUSF00649","S2T4","S2"
"EUSF0650_ITS1F_D05_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pezizaceae","Pezizaceae","Peziza_praetervisa,Peziza_proteana,Peziza_lobulata","0.941809, 0.034374","OTU172","EUSF00650","S2T4","S2"
"EUSF0651_ITS1F_E05_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU26","EUSF00651","S2T4","S2"
"EUSF0652_ITS1F_F05_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU50","EUSF00652","S2T4","S2"
"EUSF0653_ITS1F_G05_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pezizaceae","Pezizaceae","Peziza_praetervisa,Peziza_proteana,Peziza_lobulata","0.987751","OTU94","EUSF00653","S2T4","S2"
"EUSF0654_ITS1F_H05_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria,Coniochaeta_hoffmannii","0.941698, 0.027361","OTU84","EUSF00654","S2T4","S2"
"EUSF0655_ITS1F_A06_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Apiosporaceae","Apiosporaceae","Arthrinium_puccinioides","0.993357","OTU187","EUSF00655","S2T4","S2"
"EUSF0656_ITS1F_B06_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU246","EUSF00656","S2T4","S2"
"EUSF0657_ITS1F_C06_cleaned.ab1","Eurotiomycetes","Eurotiomycetes","Eurotiales","Eurotiales","Aspergillaceae","Aspergillaceae","Penicillium_viridicatum,Penicillium_freii","0.999988","OTU147","EUSF00657","S2T4","S2"
"EUSF0659_ITS1F_E06_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_decumbens","0.200118, 0.199996, 0.199964, 0.199962, 0.199959","OTU146","EUSF00659","S2T4","S2"
"EUSF0660_ITS1F_F06_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria,Coniochaeta_hoffmannii","0.947604, 0.029135","OTU128","EUSF00660","S2T4","S2"
"EUSF0661_ITS1F_G06_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pezizaceae","Pezizaceae","Peziza_praetervisa,Peziza_proteana,Peziza_lobulata","0.988736","OTU191","EUSF00661","S2T5","S2"
"EUSF0662_ITS1F_H06_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232","OTU208","EUSF00662","S2T5","S2"
"EUSF0663_ITS1F_A07_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU188","EUSF00663","S2T5","S2"
"EUSF0664_ITS1F_B07_cleaned.ab1","","","","","","","Excluded because not Ascomycota","","","EUSF00664","S2T5","S2"
"EUSF0665_ITS1F_C07_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU188","EUSF00665","S2T5","S2"
"EUSF0666_ITS1F_D07_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Apiosporaceae","Apiosporaceae","Arthrinium_puccinioides","0.993357","OTU187","EUSF00666","S2T5","S2"
"EUSF0667_ITS1F_E07_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU236","EUSF00667","S2T5","S2"
"EUSF0668_ITS1F_F07_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232","OTU208","EUSF00668","S2T5","S2"
"EUSF0669_ITS1F_G07_cleaned.ab1","Eurotiomycetes","Eurotiomycetes","Eurotiales","Eurotiales","Aspergillaceae","Aspergillaceae","Penicillium_viridicatum,Penicillium_freii","0.895740, 0.069317","OTU44","EUSF00669","S2T5","S2"
"EUSF0670_ITS1F_H07_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU14","EUSF00670","S3T1","S3"
"EUSF0671_ITS1F_A08_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00671","S3T1","S3"
"EUSF0672_ITS1F_B08_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF00672","S3T1","S3"
"EUSF0673_ITS1F_C08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU88","EUSF00673","S3T1","S3"
"EUSF0674_ITS1F_D08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU228","EUSF00674","S3T1","S3"
"EUSF0675_ITS1F_E08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385","OTU31","EUSF00675","S3T1","S3"
"EUSF0676_ITS1F_F08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Glomerellales","Glomerellales","Glomerellaceae","Glomerellaceae","Colletotrichum_gloeosporioides_1","0.503149, 0.235680, 0.176406, 0.045379","OTU91","EUSF00676","S3T1","S3"
"EUSF0677_ITS1F_G08_cleaned.ab1","Eurotiomycetes","Eurotiomycetes","Eurotiales","Eurotiales","Aspergillaceae","Aspergillaceae","Penicillium_viridicatum,Penicillium_freii","0.895740, 0.069317","OTU44","EUSF00677","S3T1","S3"
"EUSF0678_ITS1F_H08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU14","EUSF00678","S3T1","S3"
"EUSF0679_ITS1F_A09_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF00679","S3T1","S3"
"EUSF0680_ITS1F_B09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232","OTU208","EUSF00680","S3T1","S3"
"EUSF0681_ITS1F_C09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU14","EUSF00681","S3T1","S3"
"EUSF0682_ITS1F_D09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Hypocreales","Hypocreales","Nectriaceae","Nectriaceae","Fusarium_polyphialidicum,Fusarium_graminearum","0.719491, 0.147105, 0.080695, 0.050985","OTU156","EUSF00682","S3T1","S3"
"EUSF0683_ITS1F_E09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU39","EUSF00683","S3T1","S3"
"EUSF0684_ITS1F_F09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU14","EUSF00684","S3T1","S3"
"EUSF0686_ITS1F_H09_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pezizaceae","Pezizaceae","Peziza_praetervisa,Peziza_proteana,Peziza_lobulata","0.997377","OTU95","EUSF00686","S3T1","S3"
"EUSF0687_ITS1F_A10_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.469205, 0.290455, 0.218908","OTU168","EUSF00687","S3T1","S3"
"EUSF0688_ITS1F_B10_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU14","EUSF00688","S3T1","S3"
"EUSF0689_ITS1F_C10_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU14","EUSF00689","S3T1","S3"
"EUSF0690_ITS1F_D10_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU97","EUSF00690","S3T1","S3"
"EUSF0691_ITS1F_E10_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00691","S3T1","S3"
"EUSF0692_ITS1F_F10_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU238","EUSF00692","S3T1","S3"
"EUSF0693_ITS1F_G10_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU14","EUSF00693","S3T1","S3"
"EUSF0694_ITS1F_H10_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00694","S3T1","S3"
"EUSF0695_ITS1F_A11_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU14","EUSF00695","S3T1","S3"
"EUSF0696_ITS1F_B11_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU133","EUSF00696","S3T1","S3"
"EUSF0697_ITS1F_C11_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU39","EUSF00697","S3T1","S3"
"EUSF0698_ITS1F_D11_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU158","EUSF00698","S3T1","S3"
"EUSF0700_ITS1F_F11_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU14","EUSF00700","S3T1","S3"
"EUSF0701_ITS1F_G11_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00701","S3T1","S3"
"EUSF0702_ITS1F_H11_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF00702","S3T1","S3"
"EUSF0703_ITS1F_A12_cleaned.ab1","Leotiomycetes","Leotiomycetes","Helotiales","Helotiales","Dermateaceae","Dermateaceae","Pezicula_carpinea","0.995797","OTU169","EUSF00703","S3T1","S3"
"EUSF0704_ITS1F_B12_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF00704","S3T1","S3"
"EUSF0705_ITS1F_C12_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977664","OTU10","EUSF00705","S3T1","S3"
"EUSF0706_ITS1F_D12_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU39","EUSF00706","S3T1","S3"
"EUSF0707_ITS1F_E12_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999902","OTU185","EUSF00707","S3T1","S3"
"EUSF0708_ITS1F_F12_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea","0.584079, 0.216540, 0.196881","OTU19","EUSF00708","S3T1","S3"
"EUSF0709_ITS1F_G12_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF00709","S3T1","S3"
"EUSF0710_ITS1F_B01_cleaned.ab1","Leotiomycetes","Leotiomycetes","Helotiales","Helotiales","Dermateaceae","Dermateaceae","Pezicula_carpinea","0.995797","OTU169","EUSF00710","S3T1","S3"
"EUSF0711_ITS1F_C01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU238","EUSF00711","S3T1","S3"
"EUSF0712_ITS1F_D01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria","0.998077","OTU204","EUSF00712","S3T1","S3"
"EUSF0713_ITS1F_E01_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF00713","S3T1","S3"
"EUSF0714_ITS1F_F01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU238","EUSF00714","S3T1","S3"
"EUSF0715_ITS1F_G01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU43","EUSF00715","S3T1","S3"
"EUSF0717_ITS1F_A02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF00717","S3T1","S3"
"EUSF0718_ITS1F_B02_cleaned.ab1","Leotiomycetes","Leotiomycetes","Helotiales","Helotiales","unclassified","unclassified","Cyclaneusma_minus","0.996541","OTU33","EUSF00718","S3T1","S3"
"EUSF0719_ITS1F_C02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF00719","S3T1","S3"
"EUSF0720_ITS1F_D02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Pleosporaceae","Pleosporaceae","Pleospora_herbarum","0.999451","OTU12","EUSF00720","S3T1","S3"
"EUSF0721_ITS1F_E02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU30","EUSF00721","S3T1","S3"
"EUSF0722_ITS1F_F02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Pleosporaceae","Pleosporaceae","Pleospora_herbarum","0.461306, 0.269708, 0.268986","OTU227","EUSF00722","S3T1","S3"
"EUSF0723_ITS1F_G02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF00723","S3T1","S3"
"EUSF0724_ITS1F_H02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385","OTU31","EUSF00724","S3T1","S3"
"EUSF0725_ITS1F_A03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU238","EUSF00725","S3T1","S3"
"EUSF0726_ITS1F_B03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU126","EUSF00726","S3T1","S3"
"EUSF0727_ITS1F_C03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU85","EUSF00727","S3T1","S3"
"EUSF0728_ITS1F_D03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU14","EUSF00728","S3T1","S3"
